"Plot Title: 1"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786028, SEN S/N: 9786028)","Coupler Attached (LGR S/N: 9786028)","Host Connected (LGR S/N: 9786028)","End Of File (LGR S/N: 9786028)"
1,2019/11/27 12:00:00 PM,20.996,,,
2,2019/11/27 01:00:00 PM,21.091,,,
3,2019/11/27 02:00:00 PM,21.187,,,
4,2019/11/27 03:00:00 PM,21.187,,,
5,2019/11/27 04:00:00 PM,21.187,,,
6,2019/11/27 05:00:00 PM,21.187,,,
7,2019/11/27 06:00:00 PM,21.091,,,
8,2019/11/27 07:00:00 PM,21.187,,,
9,2019/11/27 08:00:00 PM,21.187,,,
10,2019/11/27 09:00:00 PM,16.427,,,
11,2019/11/27 10:00:00 PM,11.722,,,
12,2019/11/27 11:00:00 PM,10.651,,,
13,2019/11/28 12:00:00 AM,10.357,,,
14,2019/11/28 01:00:00 AM,10.259,,,
15,2019/11/28 02:00:00 AM,10.259,,,
16,2019/11/28 03:00:00 AM,10.259,,,
17,2019/11/28 04:00:00 AM,10.259,,,
18,2019/11/28 05:00:00 AM,10.259,,,
19,2019/11/28 06:00:00 AM,10.259,,,
20,2019/11/28 07:00:00 AM,10.259,,,
21,2019/11/28 08:00:00 AM,10.259,,,
22,2019/11/28 09:00:00 AM,14.996,,,
23,2019/11/28 10:00:00 AM,19.758,,,
24,2019/11/28 11:00:00 AM,20.805,,,
25,2019/11/28 12:00:00 PM,20.996,,,
26,2019/11/28 01:00:00 PM,21.091,,,
27,2019/11/28 02:00:00 PM,21.378,,,
28,2019/11/28 03:00:00 PM,21.378,,,
29,2019/11/28 04:00:00 PM,21.378,,,
30,2019/11/28 05:00:00 PM,21.378,,,
31,2019/11/28 06:00:00 PM,21.473,,,
32,2019/11/28 07:00:00 PM,21.760,,,
33,2019/11/28 08:00:00 PM,21.760,,,
34,2019/11/28 09:00:00 PM,16.523,,,
35,2019/11/28 10:00:00 PM,11.819,,,
36,2019/11/28 11:00:00 PM,10.748,,,
37,2019/11/29 12:00:00 AM,10.455,,,
38,2019/11/29 01:00:00 AM,10.357,,,
39,2019/11/29 02:00:00 AM,10.357,,,
40,2019/11/29 03:00:00 AM,10.357,,,
41,2019/11/29 04:00:00 AM,10.357,,,
42,2019/11/29 05:00:00 AM,10.357,,,
43,2019/11/29 06:00:00 AM,10.357,,,
44,2019/11/29 07:00:00 AM,10.357,,,
45,2019/11/29 08:00:00 AM,10.357,,,
46,2019/11/29 09:00:00 AM,15.569,,,
47,2019/11/29 10:00:00 AM,20.329,,,
48,2019/11/29 11:00:00 AM,21.473,,,
49,2019/11/29 12:00:00 PM,21.664,,,
50,2019/11/29 01:00:00 PM,21.664,,,
51,2019/11/29 02:00:00 PM,21.664,,,
52,2019/11/29 03:00:00 PM,21.664,,,
53,2019/11/29 04:00:00 PM,21.664,,,
54,2019/11/29 05:00:00 PM,21.664,,,
55,2019/11/29 06:00:00 PM,21.664,,,
56,2019/11/29 07:00:00 PM,21.855,,,
57,2019/11/29 08:00:00 PM,21.855,,,
58,2019/11/29 09:00:00 PM,16.237,,,
59,2019/11/29 10:00:00 PM,11.431,,,
60,2019/11/29 11:00:00 PM,10.651,,,
61,2019/11/30 12:00:00 AM,10.455,,,
62,2019/11/30 01:00:00 AM,10.455,,,
63,2019/11/30 02:00:00 AM,10.357,,,
64,2019/11/30 03:00:00 AM,10.357,,,
65,2019/11/30 04:00:00 AM,10.357,,,
66,2019/11/30 05:00:00 AM,10.357,,,
67,2019/11/30 06:00:00 AM,10.357,,,
68,2019/11/30 07:00:00 AM,10.357,,,
69,2019/11/30 08:00:00 AM,10.357,,,
70,2019/11/30 09:00:00 AM,15.951,,,
71,2019/11/30 10:00:00 AM,20.805,,,
72,2019/11/30 11:00:00 AM,21.664,,,
73,2019/11/30 12:00:00 PM,21.664,,,
74,2019/11/30 01:00:00 PM,21.760,,,
75,2019/11/30 02:00:00 PM,21.855,,,
76,2019/11/30 03:00:00 PM,21.855,,,
77,2019/11/30 04:00:00 PM,22.238,,,
78,2019/11/30 05:00:00 PM,21.569,,,
79,2019/11/30 06:00:00 PM,21.569,,,
80,2019/11/30 07:00:00 PM,21.569,,,
81,2019/11/30 08:00:00 PM,21.569,,,
82,2019/11/30 09:00:00 PM,16.046,,,
83,2019/11/30 10:00:00 PM,11.041,,,
84,2019/11/30 11:00:00 PM,10.357,,,
85,2019/12/01 12:00:00 AM,10.259,,,
86,2019/12/01 01:00:00 AM,10.259,,,
87,2019/12/01 02:00:00 AM,10.259,,,
88,2019/12/01 03:00:00 AM,10.259,,,
89,2019/12/01 04:00:00 AM,10.259,,,
90,2019/12/01 05:00:00 AM,10.259,,,
91,2019/12/01 06:00:00 AM,10.259,,,
92,2019/12/01 07:00:00 AM,10.259,,,
93,2019/12/01 08:00:00 AM,10.259,,,
94,2019/12/01 09:00:00 AM,15.760,,,
95,2019/12/01 10:00:00 AM,20.710,,,
96,2019/12/01 11:00:00 AM,21.473,,,
97,2019/12/01 12:00:00 PM,21.569,,,
98,2019/12/01 01:00:00 PM,21.569,,,
99,2019/12/01 02:00:00 PM,21.569,,,
100,2019/12/01 03:00:00 PM,21.569,,,
101,2019/12/01 04:00:00 PM,21.569,,,
102,2019/12/01 05:00:00 PM,21.569,,,
103,2019/12/01 06:00:00 PM,21.569,,,
104,2019/12/01 07:00:00 PM,21.569,,,
105,2019/12/01 08:00:00 PM,21.569,,,
106,2019/12/01 09:00:00 PM,16.046,,,
107,2019/12/01 10:00:00 PM,11.139,,,
108,2019/12/01 11:00:00 PM,10.357,,,
109,2019/12/02 12:00:00 AM,10.259,,,
110,2019/12/02 01:00:00 AM,10.259,,,
111,2019/12/02 02:00:00 AM,10.259,,,
112,2019/12/02 03:00:00 AM,10.259,,,
113,2019/12/02 04:00:00 AM,10.259,,,
114,2019/12/02 05:00:00 AM,10.259,,,
115,2019/12/02 06:00:00 AM,10.161,,,
116,2019/12/02 07:00:00 AM,10.259,,,
117,2019/12/02 08:00:00 AM,10.259,,,
118,2019/12/02 09:00:00 AM,15.760,,,
